Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price
BMW,Model D,2010,3.5,62960,Petrol,Manual,26800.19486227389
BMW,Model A,2003,1.8,63741,Petrol,Manual,19000.33920312434
BMW,Model D,2020,1.7,59000,Electric,Manual,27222.216835037612
Toyota,Model E,2008,4.0,27207,Petrol,Automatic,27434.27129839897
BMW,Model C,2015,1.7,3936,Petrol,Automatic,28489.98954828345
Honda,Model D,2002,4.5,51775,Petrol,Automatic,27559.65377218354
Honda,Model D,2003,2.0,18674,Electric,Automatic,20838.64921763027
Toyota,Model D,2002,1.3,180862,Electric,Manual,13723.921866336019
BMW,Model E,2012,3.4,14374,Diesel,Automatic,31830.815402837543
BMW,Model D,2018,3.1,96128,Diesel,Manual,31394.61563532531
BMW,Model E,2020,4.5,115040,Diesel,Automatic,31157.99496865996
Audi,Model E,2000,3.8,127401,Electric,Automatic,20555.304893783017
Ford,Model C,2005,2.5,109644,Diesel,Manual,18707.18907607319
Audi,Model A,2021,3.4,146389,Petrol,Manual,26376.317346577507
Ford,Model E,2002,3.9,29181,Diesel,Automatic,27065.83490925326
BMW,Model B,2002,2.8,142852,Petrol,Automatic,22594.638408749626
BMW,Model D,2015,2.0,52994,Diesel,Manual,29170.978597026664
Audi,Model B,2009,1.7,20402,Electric,Automatic,23448.989086308662
Audi,Model D,2016,2.0,194979,Petrol,Automatic,18995.296471382197
Ford,Model C,2006,4.0,154348,Petrol,Automatic,23514.44781375145
Honda,Model E,2012,2.3,72778,Electric,Automatic,27402.648930359202
Ford,Model A,2010,2.0,124889,Petrol,Manual,21865.06262264676
Audi,Model E,2009,3.8,93057,Diesel,Manual,26025.85145671161
Audi,Model D,2006,1.1,1052,Electric,Automatic,25191.90956678573
Toyota,Model A,2005,3.1,15400,Petrol,Automatic,24867.227044093175
Audi,Model E,2000,4.1,61980,Electric,Manual,26155.881517335474
Toyota,Model A,2016,2.4,85483,Petrol,Manual,28233.273246741042
Honda,Model D,2011,1.9,25699,Petrol,Automatic,25402.157266745377
Ford,Model C,2003,2.7,34111,Electric,Manual,24025.709041154554
Ford,Model C,2002,3.5,61065,Petrol,Automatic,30887.48366081586
Toyota,Model E,2005,2.8,122378,Diesel,Automatic,20394.08501029792
Ford,Model B,2015,1.0,81798,Diesel,Manual,25536.143289810632
Audi,Model D,2012,1.3,166763,Petrol,Manual,20930.548288531092
BMW,Model E,2008,3.5,108732,Petrol,Automatic,24948.021142300306
Toyota,Model E,2010,2.4,178269,Diesel,Automatic,19082.617230271746
Ford,Model C,2019,3.7,52404,Petrol,Automatic,31823.82901987468
Toyota,Model A,2020,3.3,60736,Petrol,Automatic,32213.90430135783
Toyota,Model D,2012,3.0,125210,Electric,Manual,24453.95650781367
BMW,Model A,2018,4.2,23942,Electric,Manual,37752.901088153
Audi,Model D,2002,1.1,150073,Diesel,Manual,17896.598347115658
Toyota,Model B,2011,1.5,28696,Diesel,Manual,29687.594474809765
Ford,Model C,2018,3.2,22319,Electric,Automatic,32582.206237023547
Honda,Model B,2007,1.2,37123,Electric,Automatic,25142.982422915135
Toyota,Model E,2013,3.3,182237,Diesel,Manual,23546.557505614826
Toyota,Model C,2021,4.4,149383,Diesel,Automatic,28673.61197574093
BMW,Model E,2008,4.1,158192,Diesel,Automatic,20322.253366474983
Audi,Model B,2016,3.1,22642,Electric,Manual,31422.479807858304
Honda,Model D,2005,4.1,70083,Electric,Automatic,25911.770728362542
Ford,Model E,2003,1.4,160443,Petrol,Automatic,13489.50345588055
Honda,Model A,2003,2.6,105219,Diesel,Automatic,22912.09603183066
Ford,Model D,2018,2.5,85639,Petrol,Manual,31693.59327542238
Audi,Model D,2011,2.2,196316,Diesel,Automatic,18710.44734406302
Ford,Model B,2001,1.0,75279,Electric,Manual,20797.127100849477
BMW,Model B,2016,4.1,165522,Diesel,Manual,27775.379615115176
BMW,Model C,2014,3.7,112033,Diesel,Automatic,23874.096013709313
BMW,Model C,2009,3.3,23407,Electric,Manual,24867.10783227336
BMW,Model A,2002,1.5,4445,Electric,Manual,23459.83448753747
Honda,Model D,2019,2.3,113443,Diesel,Automatic,27119.297499280263
Audi,Model A,2003,4.2,162168,Diesel,Manual,18927.659611016123
Ford,Model A,2021,3.2,117606,Diesel,Automatic,30893.055070352086
Ford,Model B,2000,3.1,116801,Diesel,Manual,23737.153114893594
BMW,Model A,2000,4.2,132214,Diesel,Manual,20931.78065889858
BMW,Model A,2017,3.0,49897,Electric,Automatic,30157.25570541577
Toyota,Model E,2003,3.1,196557,Diesel,Manual,15470.660405063009
Audi,Model C,2021,2.2,88071,Electric,Automatic,27127.112200342664
Honda,Model C,2014,2.3,67266,Petrol,Automatic,28865.89668417715
Ford,Model D,2020,3.4,194274,Petrol,Manual,25232.89957398686
Toyota,Model C,2021,2.1,61466,Diesel,Automatic,30351.973836215817
Toyota,Model D,2009,3.0,135195,Petrol,Automatic,21922.546885678436
Ford,Model E,2016,2.0,199838,Electric,Manual,24216.768402493974
Honda,Model C,2021,1.6,18898,Petrol,Manual,28915.01426650762
Toyota,Model E,2011,2.6,116457,Petrol,Automatic,25248.44060495898
Toyota,Model C,2019,1.8,172139,Electric,Automatic,25233.565855645167
Audi,Model C,2011,4.1,45946,Diesel,Automatic,28926.57196717169
Honda,Model E,2015,2.1,117174,Electric,Automatic,26053.54586784239
Toyota,Model A,2004,3.1,74504,Electric,Automatic,23135.25458499003
Honda,Model A,2015,1.9,193501,Diesel,Automatic,22253.387426602218
Ford,Model A,2016,1.9,139064,Electric,Manual,21908.35624012163
BMW,Model A,2014,2.2,121132,Diesel,Automatic,24882.38594311848
Toyota,Model C,2012,4.2,55173,Electric,Automatic,30786.499219773123
Audi,Model B,2007,2.4,10125,Petrol,Manual,27877.970600157238
Ford,Model E,2020,3.9,153502,Diesel,Automatic,24361.381990542926
Honda,Model B,2001,1.7,74165,Diesel,Manual,17754.620552498473
Ford,Model B,2007,1.2,9226,Petrol,Manual,25610.03129787492
Toyota,Model D,2009,3.7,148292,Petrol,Automatic,26988.086535134276
Honda,Model A,2006,2.9,4702,Diesel,Automatic,29660.304024538986
BMW,Model C,2009,2.8,131713,Petrol,Automatic,23321.931988800374
Ford,Model A,2003,2.0,35942,Electric,Manual,21007.810917664632
Toyota,Model A,2010,1.3,122341,Electric,Manual,21079.868610518068
Audi,Model B,2008,2.7,186477,Electric,Manual,20247.22255391853
Honda,Model D,2003,4.0,3875,Petrol,Automatic,31867.97604316073
Ford,Model A,2002,1.4,172674,Petrol,Manual,12395.924207966502
Ford,Model E,2010,4.3,196394,Petrol,Manual,22022.834740284165
BMW,Model E,2002,2.0,130140,Diesel,Automatic,21513.99512653927
BMW,Model A,2017,2.9,199456,Electric,Manual,22929.94351410413
Audi,Model B,2018,1.2,147149,Diesel,Manual,24023.590994173883
Audi,Model B,2013,2.5,125797,Diesel,Manual,22091.594784257144
Toyota,Model C,2010,1.4,134684,Diesel,Manual,19381.081414300137
Toyota,Model D,2001,1.2,72598,Electric,Automatic,18920.202167668893
Audi,Model B,2001,4.4,189264,Electric,Manual,18075.806574589573
Audi,Model C,2001,3.6,88240,Electric,Manual,22650.719945217865
Honda,Model E,2009,3.5,66998,Petrol,Automatic,27661.03470273492
BMW,Model E,2014,1.3,186186,Electric,Manual,19432.64262490076
Toyota,Model E,2021,4.3,170651,Petrol,Automatic,28068.30580021198
BMW,Model A,2011,2.6,159477,Petrol,Automatic,23382.670672749337
BMW,Model D,2010,4.0,77510,Petrol,Manual,28487.075309211148
Audi,Model C,2016,1.0,98814,Electric,Manual,22728.056020286847
Honda,Model D,2017,2.0,34924,Electric,Manual,28143.02782019013
Ford,Model A,2013,4.5,133991,Electric,Automatic,25739.6457125795
Honda,Model C,2016,2.5,72168,Electric,Manual,30801.3800246762
Honda,Model C,2014,4.1,74460,Diesel,Manual,29050.431516533998
BMW,Model B,2011,2.1,194840,Electric,Automatic,17138.10582777859
Honda,Model D,2015,2.8,43910,Electric,Manual,27926.460882921576
Toyota,Model D,2005,4.0,34005,Electric,Automatic,23821.521340929612
BMW,Model B,2001,3.1,83400,Electric,Automatic,25937.503596993498
Toyota,Model E,2001,3.5,130634,Electric,Automatic,20146.164342892564
Ford,Model A,2015,1.8,10657,Diesel,Manual,27795.91076149091
BMW,Model D,2001,1.5,18394,Diesel,Automatic,20892.21147536372
Ford,Model B,2007,1.8,72433,Petrol,Manual,19965.091176308644
BMW,Model C,2006,2.7,38397,Petrol,Manual,25848.98424248383
Audi,Model B,2000,3.8,119445,Electric,Manual,20324.912130270815
Honda,Model E,2003,2.2,23874,Petrol,Automatic,25933.499567505965
Audi,Model A,2010,3.0,160945,Diesel,Automatic,20554.606906314562
Ford,Model E,2019,3.8,23670,Electric,Automatic,35639.40745808866
Honda,Model C,2006,1.8,142023,Petrol,Automatic,18535.95027581778
BMW,Model C,2017,4.1,195141,Petrol,Manual,24229.217553093826
Honda,Model C,2003,4.3,186424,Diesel,Automatic,20498.118203983242
Toyota,Model C,2016,1.1,146840,Electric,Automatic,21697.477823196772
Honda,Model B,2010,1.2,197185,Petrol,Automatic,18531.858354171327
Toyota,Model C,2010,1.3,155535,Diesel,Automatic,19627.695526459105
Honda,Model C,2019,3.7,78905,Electric,Manual,30996.041457099727
Toyota,Model B,2010,1.7,30836,Diesel,Manual,27636.116283409352
Ford,Model C,2014,3.5,142760,Electric,Automatic,26440.81704828975
Audi,Model E,2013,2.5,17202,Electric,Manual,28599.393849030766
BMW,Model E,2016,3.9,7188,Electric,Automatic,36333.87835494051
Honda,Model D,2001,3.8,53326,Diesel,Automatic,26168.481257320425
Audi,Model E,2017,4.4,145207,Electric,Automatic,27231.740193768128
BMW,Model A,2015,1.9,34657,Petrol,Automatic,27111.856315492205
BMW,Model A,2011,1.8,131630,Electric,Manual,21766.54812912216
Toyota,Model A,2009,1.1,183157,Electric,Automatic,15834.784261351542
Ford,Model B,2015,2.4,26195,Diesel,Automatic,29344.327901534278
Ford,Model E,2002,2.6,14443,Electric,Manual,22888.92600290566
Audi,Model A,2007,4.4,195358,Petrol,Automatic,21876.540907601462
Ford,Model D,2021,3.9,23215,Petrol,Automatic,36583.82045200279
Honda,Model B,2021,1.6,5949,Electric,Manual,29538.7870699629
Ford,Model D,2001,3.8,40411,Diesel,Manual,24306.912810173122
Audi,Model E,2021,1.6,180293,Petrol,Manual,22559.225558291757
Ford,Model C,2000,1.3,115877,Diesel,Manual,16360.082165688558
Honda,Model D,2013,3.9,68438,Electric,Automatic,31021.248717070226
Toyota,Model C,2003,4.4,62521,Diesel,Automatic,27620.82812874758
Audi,Model B,2003,1.3,151796,Electric,Automatic,14769.732939748601
Toyota,Model D,2008,3.8,71431,Electric,Automatic,28098.920694474735
Toyota,Model D,2002,4.0,105854,Diesel,Manual,19706.574115390926
Toyota,Model B,2004,1.4,22081,Petrol,Manual,25360.152278823993
BMW,Model B,2000,2.0,44732,Electric,Automatic,19373.915542284154
BMW,Model A,2021,3.6,129808,Electric,Manual,27514.949779817245
Toyota,Model E,2018,3.8,90182,Electric,Manual,29713.06507022851
Audi,Model D,2000,2.2,87904,Petrol,Automatic,21897.663327287817
Honda,Model D,2009,1.6,187939,Petrol,Automatic,18573.018811269056
Honda,Model B,2021,3.3,91374,Electric,Manual,35112.15124672808
Ford,Model B,2011,3.5,187971,Petrol,Manual,22703.484260704918
Audi,Model E,2009,2.8,133227,Diesel,Manual,25152.677043151656
BMW,Model B,2001,1.5,160975,Diesel,Automatic,13734.87535403798
Toyota,Model C,2015,4.0,160465,Diesel,Automatic,23862.291766585615
Ford,Model C,2007,3.3,127277,Diesel,Manual,23467.980328703263
Honda,Model C,2013,4.0,177581,Electric,Manual,24769.804233221475
BMW,Model C,2014,4.3,179306,Diesel,Automatic,26635.37788456082
BMW,Model E,2015,3.8,122606,Petrol,Manual,29634.23471249042
Toyota,Model D,2010,4.4,161173,Electric,Manual,25545.92556232004
Honda,Model C,2011,4.3,145285,Petrol,Manual,25645.857689515953
Audi,Model B,2001,3.2,127927,Diesel,Manual,19405.54934100914
BMW,Model C,2003,3.5,135423,Electric,Automatic,21692.100129977334
Toyota,Model E,2002,3.4,40236,Electric,Automatic,21861.495377127565
Audi,Model B,2008,3.2,13241,Electric,Manual,27333.937890035304
Honda,Model C,2017,1.1,88987,Diesel,Automatic,29448.370361299763
BMW,Model D,2018,2.2,153251,Petrol,Automatic,23783.266181538947
Audi,Model B,2006,1.4,91659,Electric,Manual,21572.177560621727
Audi,Model B,2003,2.1,47665,Petrol,Automatic,21529.00914594054
Audi,Model D,2005,1.2,61242,Diesel,Manual,20428.98981280749
BMW,Model B,2018,4.2,4455,Diesel,Manual,31833.67044414011
BMW,Model C,2000,2.6,40459,Petrol,Automatic,23424.50728412971
Ford,Model B,2015,1.7,60899,Electric,Manual,25781.136882806633
Honda,Model C,2010,3.0,17597,Petrol,Automatic,25057.11696882574
Toyota,Model D,2021,1.7,55591,Electric,Manual,27311.826410566166
Audi,Model A,2003,3.8,46209,Electric,Manual,26007.841369624246
Ford,Model D,2017,2.1,9052,Petrol,Manual,29872.771011233985
Toyota,Model C,2004,2.1,35691,Electric,Automatic,21790.243981274194
Ford,Model E,2021,4.0,17816,Electric,Manual,35744.74937119565
BMW,Model D,2005,3.0,65876,Electric,Automatic,17939.139060122397
Audi,Model E,2001,4.1,56533,Diesel,Manual,21643.682412722825
Toyota,Model E,2011,2.4,108873,Electric,Manual,25136.779499407494
Toyota,Model C,2021,2.2,14206,Petrol,Manual,34219.70568295513
Toyota,Model C,2008,2.8,162590,Diesel,Manual,21590.377348346217
Toyota,Model A,2019,1.2,132270,Electric,Manual,25502.257925469556
Toyota,Model B,2011,1.5,168136,Diesel,Automatic,19968.221185030605
Ford,Model D,2012,1.8,179816,Petrol,Manual,22486.003237091274
Audi,Model C,2021,3.9,78566,Diesel,Manual,34574.35104392834
BMW,Model D,2016,3.6,122874,Diesel,Automatic,28129.726029583973
BMW,Model E,2004,1.7,151649,Electric,Manual,19897.731086568405
BMW,Model B,2019,2.0,179302,Petrol,Automatic,24604.521495411234
BMW,Model A,2012,4.3,161320,Petrol,Automatic,26681.676424803918
Ford,Model D,2012,1.3,107787,Diesel,Automatic,21208.261184328094
Honda,Model B,2009,2.9,4934,Electric,Automatic,29116.87561163842
Audi,Model A,2014,2.8,155999,Diesel,Automatic,21519.31054433153
Toyota,Model D,2014,3.5,121298,Diesel,Automatic,23906.22198824891
Honda,Model B,2017,1.9,25877,Diesel,Automatic,26569.74130209192
BMW,Model C,2017,4.3,19471,Electric,Automatic,34684.91342131614
Honda,Model D,2001,2.4,169913,Diesel,Automatic,18541.18479916595
Audi,Model B,2010,2.0,5853,Electric,Automatic,28576.749108445776
Toyota,Model A,2012,2.2,36018,Petrol,Automatic,29333.85720759076
Toyota,Model B,2010,2.2,58501,Diesel,Automatic,23743.068300768296
Audi,Model C,2003,1.7,257,Petrol,Manual,24491.845592461417
Audi,Model D,2014,4.2,115169,Diesel,Manual,32707.427185492266
BMW,Model D,2021,1.6,160743,Petrol,Manual,26260.482103851544
Toyota,Model D,2010,4.1,135802,Electric,Automatic,24661.781928805158
Honda,Model C,2017,2.4,11305,Diesel,Automatic,28347.872362975788
Ford,Model A,2015,1.9,181620,Diesel,Manual,18592.337560724634
Ford,Model D,2009,1.7,163188,Electric,Automatic,20053.84427649835
Audi,Model A,2011,2.8,120761,Petrol,Automatic,24503.635650161574
BMW,Model B,2012,3.3,88979,Petrol,Manual,30744.667412851344
Ford,Model A,2008,4.1,153911,Electric,Automatic,23633.83724897421
Toyota,Model A,2020,3.3,10818,Petrol,Manual,32089.94053525051
Audi,Model D,2012,2.7,6202,Electric,Manual,29634.620277134934
Honda,Model E,2005,1.1,38946,Petrol,Automatic,21837.80897909123
Audi,Model E,2005,4.2,17031,Electric,Automatic,28278.360660131257
Honda,Model C,2010,4.2,144370,Electric,Automatic,25175.119468174424
Audi,Model C,2018,2.3,126705,Electric,Manual,27010.559551041628
Audi,Model E,2010,1.1,196383,Electric,Automatic,12328.173480400732
Audi,Model B,2009,3.6,190684,Petrol,Automatic,19823.349261606214
Honda,Model D,2014,3.8,112212,Diesel,Automatic,30513.49621180801
Honda,Model D,2012,2.9,161914,Petrol,Manual,25929.354787553897
Audi,Model B,2007,2.4,191170,Electric,Automatic,15188.60964615005
Ford,Model B,2004,4.0,152438,Diesel,Automatic,18828.716994712777
BMW,Model E,2001,1.7,101890,Diesel,Manual,19332.568513120805
BMW,Model C,2015,2.5,93496,Petrol,Automatic,30879.111115227937
BMW,Model B,2012,1.1,155129,Electric,Automatic,19883.110033486024
Honda,Model C,2018,1.6,137152,Electric,Manual,24560.048156437573
Honda,Model A,2008,4.3,115446,Electric,Automatic,24410.268097764307
Ford,Model D,2014,3.0,31942,Electric,Automatic,32428.42161863682
BMW,Model E,2005,3.8,17016,Electric,Automatic,27643.653329967285
BMW,Model D,2007,2.7,24232,Diesel,Manual,29828.154733873576
Audi,Model E,2013,3.9,60928,Petrol,Manual,30974.889185426404
Honda,Model A,2004,2.9,131401,Petrol,Manual,20748.01889731453
BMW,Model D,2016,1.0,60363,Petrol,Manual,24337.34839698487
Ford,Model A,2021,4.1,161667,Diesel,Automatic,28043.21478985089
Ford,Model E,2006,1.5,136518,Diesel,Manual,16938.23186973099
BMW,Model B,2008,2.6,77781,Petrol,Automatic,24125.279948807365
Honda,Model D,2015,2.7,108670,Diesel,Automatic,28676.949090600527
Ford,Model A,2017,1.2,115672,Diesel,Automatic,25760.162679413468
Audi,Model D,2012,1.2,197276,Petrol,Automatic,16596.497314489447
Ford,Model D,2017,3.7,125158,Diesel,Manual,24458.00384277104
Toyota,Model D,2009,2.1,46094,Electric,Automatic,23945.532274957113
Toyota,Model C,2000,2.4,14822,Petrol,Manual,23366.11248130455
Honda,Model A,2020,3.0,16825,Petrol,Manual,34622.03144357291
BMW,Model A,2017,2.3,183149,Petrol,Manual,26608.621214517072
Honda,Model D,2018,3.7,135092,Petrol,Automatic,31506.690115736972
Honda,Model B,2001,4.1,153133,Diesel,Manual,21631.8301734025
Honda,Model D,2003,1.2,24849,Petrol,Automatic,20358.633934726753
Honda,Model C,2010,3.2,184937,Electric,Automatic,21716.64946627681
Audi,Model E,2002,2.1,25602,Diesel,Manual,23946.272628278508
Audi,Model C,2008,3.0,94460,Diesel,Automatic,26912.65452975051
Ford,Model B,2009,2.7,166966,Petrol,Manual,18573.545561803432
Toyota,Model D,2001,2.2,35701,Diesel,Automatic,23897.21652298096
Honda,Model A,2006,1.3,123327,Diesel,Automatic,19624.937514564677
Ford,Model D,2014,3.0,19752,Diesel,Automatic,29994.711761994466
Toyota,Model B,2018,1.4,159341,Petrol,Automatic,25440.38930740177
BMW,Model A,2009,1.5,160212,Electric,Manual,14696.221761083445
Audi,Model C,2019,4.4,152711,Petrol,Manual,34010.37785335649
Toyota,Model E,2013,2.1,195392,Electric,Manual,22563.235111197442
BMW,Model E,2003,3.0,139138,Diesel,Automatic,19154.937492052562
Toyota,Model D,2010,2.0,77045,Electric,Automatic,23301.77952030644
Audi,Model C,2002,4.0,139333,Petrol,Automatic,20964.53422614817
Audi,Model B,2016,2.0,92689,Petrol,Manual,24861.797796499166
Ford,Model E,2006,2.3,135657,Petrol,Manual,19364.602815041755
Honda,Model C,2010,3.1,53750,Diesel,Manual,29154.46317484393
Toyota,Model D,2017,4.0,27632,Electric,Manual,32701.948836346728
Toyota,Model A,2013,3.9,38585,Petrol,Manual,33251.21738295991
BMW,Model D,2013,1.9,116,Petrol,Automatic,28800.182523235988
Audi,Model D,2005,3.9,15616,Petrol,Manual,30705.63869717316
Toyota,Model C,2008,3.5,83733,Diesel,Automatic,28538.976826260536
Audi,Model E,2021,4.5,113246,Petrol,Manual,30839.4010019801
Toyota,Model C,2002,4.3,29590,Diesel,Automatic,22900.710618382825
Ford,Model A,2016,2.9,115591,Diesel,Automatic,27351.36381242153
Honda,Model C,2011,3.6,196508,Petrol,Manual,22387.5747460232
Toyota,Model B,2003,3.0,8685,Diesel,Automatic,23619.39907082013
Audi,Model D,2019,3.1,69394,Diesel,Automatic,34566.11822767185
Ford,Model E,2015,1.4,145210,Petrol,Automatic,21315.25205875741
Toyota,Model A,2009,1.0,96752,Petrol,Automatic,21941.60152320478
BMW,Model D,2006,1.2,19067,Electric,Automatic,21981.035862287572
Honda,Model C,2009,4.4,184399,Petrol,Automatic,20094.060911167006
Toyota,Model B,2006,1.4,102034,Electric,Automatic,22033.699280114488
Ford,Model C,2017,1.2,170468,Electric,Automatic,19524.700328594456
BMW,Model D,2008,2.1,111186,Electric,Automatic,23212.185718220404
Ford,Model A,2021,3.1,38211,Petrol,Manual,32134.37827964821
Ford,Model E,2017,4.3,96516,Electric,Manual,30834.309712101694
BMW,Model D,2016,3.4,40727,Electric,Automatic,31445.5016522974
Ford,Model A,2010,2.0,14464,Electric,Manual,27224.55430276209
BMW,Model D,2000,4.3,180849,Petrol,Automatic,17272.550390583132
Toyota,Model B,2016,1.1,110875,Petrol,Manual,25095.766325272725
BMW,Model C,2003,4.4,146478,Petrol,Manual,23861.485667293517
BMW,Model E,2003,1.2,79035,Petrol,Manual,21391.033987456427
Honda,Model A,2013,3.6,64086,Diesel,Manual,28602.596092596366
BMW,Model E,2008,1.2,137869,Petrol,Manual,16268.798330267166
BMW,Model E,2012,4.3,4858,Electric,Automatic,33784.72029527031
Toyota,Model E,2015,1.4,197445,Petrol,Automatic,20168.82967703796
Honda,Model A,2000,1.2,198623,Diesel,Automatic,12221.474613899927
Audi,Model A,2002,4.1,60796,Diesel,Automatic,28227.305623793316
Toyota,Model E,2018,1.3,65509,Diesel,Automatic,27546.101438217363
Toyota,Model C,2007,3.8,48393,Petrol,Automatic,31877.37238306675
Audi,Model D,2017,3.6,138306,Diesel,Manual,29543.8218260945
BMW,Model E,2005,3.1,159526,Diesel,Automatic,21544.54748226555
Ford,Model B,2019,2.3,196671,Diesel,Automatic,23441.540765942555
Honda,Model E,2005,4.2,172061,Petrol,Manual,20673.892650187245
Ford,Model A,2004,4.0,28547,Diesel,Manual,26351.951697620316
Audi,Model D,2011,2.5,53804,Diesel,Manual,27176.036725374677
Toyota,Model B,2008,1.8,55941,Electric,Manual,25554.987235830446
Toyota,Model D,2008,2.0,23567,Electric,Automatic,25427.91970208839
Honda,Model D,2016,1.8,2325,Electric,Automatic,29742.489894757913
Toyota,Model B,2018,2.9,71386,Diesel,Manual,28168.515979945852
Toyota,Model E,2016,4.0,55516,Electric,Automatic,33248.271871386205
Honda,Model E,2021,3.7,128192,Petrol,Automatic,28353.575745509064
Honda,Model E,2015,3.8,21149,Electric,Automatic,33838.4884940905
Audi,Model C,2011,2.6,2879,Petrol,Manual,30122.55756619471
Toyota,Model E,2002,2.1,100492,Electric,Manual,18897.579528887563
Toyota,Model B,2013,3.7,84701,Electric,Manual,31075.49845026079
Audi,Model C,2016,3.8,82195,Electric,Automatic,33670.37153769952
BMW,Model E,2021,3.4,14908,Petrol,Manual,31341.641303778582
BMW,Model C,2015,1.1,17650,Petrol,Manual,24843.407360410056
BMW,Model B,2020,3.1,126853,Electric,Manual,30026.688220513566
Audi,Model E,2011,2.2,72112,Petrol,Automatic,28680.79357921812
Toyota,Model A,2001,1.7,36872,Electric,Manual,18333.029612671584
Audi,Model B,2007,3.4,113508,Diesel,Manual,24467.59150064085
Audi,Model D,2011,1.9,198927,Diesel,Automatic,14862.679356565466
BMW,Model D,2020,4.2,96003,Diesel,Automatic,28893.917311351546
Ford,Model B,2015,2.0,81951,Petrol,Automatic,30539.577768565105
Toyota,Model D,2007,2.9,115539,Diesel,Automatic,23300.671834116973
BMW,Model B,2015,3.9,93311,Electric,Automatic,26559.132435334897
Ford,Model A,2009,2.4,55020,Electric,Manual,25117.209102059507
Ford,Model B,2019,3.9,171560,Petrol,Manual,26160.22249283142
Honda,Model E,2014,3.5,77272,Electric,Manual,28282.291977087414
Toyota,Model E,2003,4.2,92460,Diesel,Automatic,23650.32494933946
Ford,Model C,2014,2.1,44819,Electric,Automatic,28381.34684116609
BMW,Model D,2003,1.4,192553,Petrol,Automatic,14571.006987831655
Honda,Model D,2010,2.5,194313,Electric,Automatic,17911.975051830887
Toyota,Model B,2005,3.8,55347,Electric,Automatic,24858.42583331781
Audi,Model D,2003,2.6,121019,Diesel,Manual,20457.755824330376
BMW,Model E,2008,1.9,122099,Petrol,Manual,19393.437965170735
Ford,Model A,2008,1.1,61216,Diesel,Manual,20822.423000322557
Ford,Model B,2002,2.1,183422,Electric,Automatic,15240.167410929658
BMW,Model D,2004,3.5,65228,Petrol,Manual,24799.723328680782
Ford,Model E,2014,1.5,143703,Electric,Automatic,20926.432906139282
Honda,Model C,2008,2.2,154190,Electric,Automatic,21795.114820413284
Toyota,Model D,2001,1.1,177846,Diesel,Manual,13795.438780631228
Honda,Model A,2002,3.5,60513,Electric,Automatic,28010.533616606346
Ford,Model A,2020,4.1,97347,Petrol,Manual,31835.883276334862
Audi,Model D,2011,3.0,56141,Petrol,Automatic,29103.54980678403
Toyota,Model D,2015,1.1,69659,Diesel,Automatic,28132.457156766224
Toyota,Model E,2004,1.8,11292,Diesel,Manual,22249.294357952636
BMW,Model D,2009,2.5,61265,Petrol,Automatic,24719.678154154473
BMW,Model C,2014,3.1,45689,Diesel,Manual,32368.061475358947
Audi,Model E,2013,2.7,159955,Electric,Manual,24248.900216903567
Toyota,Model B,2013,4.2,152239,Petrol,Manual,26242.31946752153
Audi,Model C,2012,4.3,71,Diesel,Manual,30833.232625091943
BMW,Model E,2015,1.4,32234,Petrol,Manual,25092.423728494363
BMW,Model E,2007,1.5,136588,Electric,Manual,17764.242354926533
Toyota,Model A,2007,2.3,45037,Diesel,Manual,23242.528490453213
Honda,Model E,2016,2.5,8234,Petrol,Manual,30029.43463399194
Ford,Model C,2016,3.1,135432,Electric,Manual,22762.581379061012
BMW,Model D,2002,3.7,100135,Diesel,Automatic,19680.18060829658
BMW,Model C,2000,1.5,81965,Petrol,Automatic,16139.57634929543
Honda,Model B,2016,3.8,90094,Electric,Automatic,30329.997254768954
Honda,Model E,2015,3.1,93753,Electric,Manual,27324.29975997916
Audi,Model E,2016,4.4,40160,Electric,Automatic,33908.916983740135
Audi,Model E,2001,3.3,83595,Electric,Automatic,21950.22114581484
Ford,Model E,2013,3.5,105572,Electric,Automatic,23820.23168366086
Ford,Model A,2006,1.7,11544,Diesel,Manual,26950.252904736055
Toyota,Model A,2018,3.7,6381,Electric,Automatic,36547.03396720898
Audi,Model D,2000,1.3,154200,Diesel,Manual,13975.465949200869
BMW,Model E,2016,3.3,137906,Diesel,Automatic,25645.83128340115
Audi,Model B,2009,1.2,183247,Petrol,Manual,19457.932185354228
BMW,Model D,2005,1.4,60514,Petrol,Manual,19242.717537716915
Honda,Model E,2006,1.4,29398,Diesel,Automatic,25288.326799112474
Audi,Model A,2005,1.2,153799,Electric,Manual,14472.802507868508
Honda,Model B,2004,2.1,99316,Electric,Manual,22866.90780480781
Ford,Model D,2001,4.5,86509,Diesel,Automatic,25103.73731757112
Ford,Model B,2017,2.2,183731,Electric,Automatic,24503.695113032933
Toyota,Model E,2016,3.7,7530,Diesel,Manual,34447.64514394634
Audi,Model C,2006,1.5,75733,Petrol,Manual,22107.27566976159
Honda,Model B,2020,2.6,162581,Electric,Automatic,26133.38792100869
BMW,Model B,2018,1.6,160481,Electric,Manual,21142.894521405604
Ford,Model A,2006,1.7,84095,Electric,Automatic,23383.54463862193
Ford,Model E,2006,1.3,45598,Petrol,Manual,21788.225741079263
BMW,Model B,2015,2.5,98132,Electric,Manual,26788.50246261042
Honda,Model E,2011,1.3,59130,Diesel,Automatic,20970.25134003844
